scope,label,patch,side,tier,rank_in_tier,champ,role,elo_pp,impact_pp,tier_score,counterability_tax,n,raw_wr,archetype,cb_score,cb_label,obj_pp,fight_pp,lane_pp,vision_pp,tower_pp,lambda,why
ewc,EWC,16.13,blue,B,1,Alistar,sup,1.75,0.0,0.35,1.4,4,75.0,,71.1,highly counterable,0.0,0.0,0.0,0.0,0.0,0.45,"Elo-ctrl +1.7pp → tier_score +0.3pp (cb tax −1.4; impact +0.00pp clipped±4.0); Counter: highly counterable (cb 71/100; CVaR floor 43%; γ=+1.24) → Counter (excess answerability); OE lenses +0.00pp (fight 0.0; lane 0.0; vision 0.0; tower 0.0; obj 0.0); Blade-Chest counterable 71/100; CVaR floor 43%; γ=+1.24; answered by Camille (7%), Bard (78%); answers Nautilus (97%), Rell (95%); thin sample — provisional; mostly sup; n=4, raw 75%"
ewc,EWC,16.13,blue,B,2,Anivia,mid,2.46,-0.025,-0.27,2.7,4,75.0,,100.0,highly counterable,-0.027,-0.068,-0.01,0.013,0.026,0.45,"Elo-ctrl +2.5pp → tier_score -0.3pp (cb tax −2.7; impact -0.03pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 4%; γ=+0.10) → Counter (excess answerability); OE lenses -0.03pp (fight -0.068; lane -0.01; vision 0.013; tower 0.026; obj -0.027); Blade-Chest counterable 100/100; CVaR floor 4%; γ=+0.10; answered by Akali (2%), Orianna (7%); answers Ryze (98%), Sylas (98%); side-split: red Elo -2.2pp n=4; thin sample — provisional; flex mid:4,top:2,bot:2; n=4, raw 75%"
ewc,EWC,16.13,blue,B,3,Rumble,top,-0.13,0.073,-0.34,0.28,9,55.6,,,,0.078,0.261,0.052,-0.005,-0.318,0.55,"Elo-ctrl -0.1pp → tier_score -0.3pp (cb tax −0.3; impact +0.07pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.07pp (fight 0.261; lane 0.052; vision -0.005; tower -0.318; obj 0.078); cb unknown → prior 45; thin sample — provisional; flex top:9,mid:1; n=9, raw 56%"
ewc,EWC,16.13,blue,B,4,Nautilus,sup,-0.44,-0.021,-0.73,0.28,4,50.0,,,,-0.099,0.011,-0.027,-0.026,0.042,0.55,"Elo-ctrl -0.4pp → tier_score -0.7pp (cb tax −0.3; impact -0.02pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.02pp (fight 0.011; lane -0.027; vision -0.026; tower 0.042; obj -0.099); cb unknown → prior 45; thin sample — provisional; mostly sup; n=4, raw 50%"
ewc,EWC,16.13,blue,C,1,Bard,sup,-0.83,-0.027,-1.13,0.28,4,50.0,,,,-0.102,-0.007,0.002,0.018,-0.06,0.55,"Elo-ctrl -0.8pp → tier_score -1.1pp (cb tax −0.3; impact -0.03pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.03pp (fight -0.007; lane 0.002; vision 0.018; tower -0.06; obj -0.102); cb unknown → prior 45; side-split: red Elo -4.4pp n=4; thin sample — provisional; mostly sup; n=4, raw 50%"
ewc,EWC,16.13,blue,C,2,Ambessa,top,-1.03,-0.006,-1.32,0.28,8,50.0,,,,-0.055,0.04,-0.003,-0.006,-0.05,0.55,"Elo-ctrl -1.0pp → tier_score -1.3pp (cb tax −0.3; impact -0.01pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.01pp (fight 0.04; lane -0.003; vision -0.006; tower -0.05; obj -0.055); cb unknown → prior 45; thin sample — provisional; mostly top; n=8, raw 50%"
ewc,EWC,16.13,blue,C,3,Camille,sup,-1.76,0.091,-1.95,0.28,5,40.0,,,,0.042,0.211,0.043,0.054,-0.017,0.55,"Elo-ctrl -1.8pp → tier_score -1.9pp (cb tax −0.3; impact +0.09pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.09pp (fight 0.211; lane 0.043; vision 0.054; tower -0.017; obj 0.042); cb unknown → prior 45; thin sample — provisional; mostly sup; n=5, raw 40%"
ewc,EWC,16.13,blue,D,1,Naafiri,jng,-1.93,0.054,-2.16,0.28,5,40.0,,,,0.072,0.146,0.018,-0.007,-0.089,0.55,"Elo-ctrl -1.9pp → tier_score -2.2pp (cb tax −0.3; impact +0.05pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.05pp (fight 0.146; lane 0.018; vision -0.007; tower -0.089; obj 0.072); cb unknown → prior 45; side-split: red Elo +4.4pp n=7; thin sample — provisional; mostly jng; n=5, raw 40%"
ewc,EWC,16.13,blue,D,2,Xin Zhao,jng,-1.97,0.05,-2.2,0.28,5,40.0,,,,0.037,0.103,-0.018,-0.01,0.125,0.55,"Elo-ctrl -2.0pp → tier_score -2.2pp (cb tax −0.3; impact +0.05pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.05pp (fight 0.103; lane -0.018; vision -0.01; tower 0.125; obj 0.037); cb unknown → prior 45; thin sample — provisional; mostly jng; n=5, raw 40%"
ewc,EWC,16.13,blue,D,3,Shen,sup,-2.05,-0.083,-2.41,0.28,7,42.9,,,,-0.109,-0.085,-0.016,0.018,-0.267,0.55,"Elo-ctrl -2.1pp → tier_score -2.4pp (cb tax −0.3; impact -0.08pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.08pp (fight -0.085; lane -0.016; vision 0.018; tower -0.267; obj -0.109); cb unknown → prior 45; thin sample — provisional; flex sup:6,top:5; n=7, raw 43%"
ewc,EWC,16.13,blue,E,1,Ziggs,bot,-2.49,0.129,-2.64,0.28,7,42.9,,,,-0.112,0.295,-0.031,-0.009,0.543,0.55,"Elo-ctrl -2.5pp → tier_score -2.6pp (cb tax −0.3; impact +0.13pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.13pp (fight 0.295; lane -0.031; vision -0.009; tower 0.543; obj -0.112); cb unknown → prior 45; thin sample — provisional; flex bot:14,mid:1; n=7, raw 43%"
ewc,EWC,16.13,blue,E,2,Ryze,mid,-2.88,-0.024,-3.18,0.28,4,25.0,,,,-0.129,0.04,-0.038,0.004,-0.016,0.55,"Elo-ctrl -2.9pp → tier_score -3.2pp (cb tax −0.3; impact -0.02pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.02pp (fight 0.04; lane -0.038; vision 0.004; tower -0.016; obj -0.129); cb unknown → prior 45; thin sample — provisional; flex mid:8,bot:1; n=4, raw 25%"
ewc,EWC,16.13,blue,E,3,Sylas,mid,-3.58,0.012,-3.84,0.28,4,25.0,,,,-0.107,-0.02,0.02,-0.009,0.298,0.55,"Elo-ctrl -3.6pp → tier_score -3.8pp (cb tax −0.3; impact +0.01pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.01pp (fight -0.02; lane 0.02; vision -0.009; tower 0.298; obj -0.107); cb unknown → prior 45; thin sample — provisional; mostly mid; n=4, raw 25%"
ewc,EWC,16.13,blue,F,1,Syndra,mid,-4.48,-0.041,-4.79,0.28,11,36.4,,,,-0.049,0.024,-0.006,-0.013,-0.302,0.55,"Elo-ctrl -4.5pp → tier_score -4.8pp (cb tax −0.3; impact -0.04pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.04pp (fight 0.024; lane -0.006; vision -0.013; tower -0.302; obj -0.049); cb unknown → prior 45; side-split: red Elo +4.6pp n=7; thin sample — provisional; flex mid:14,bot:4; n=11, raw 36%"
ewc,EWC,16.13,blue,F,2,Jhin,bot,-5.71,-0.093,-6.08,0.28,10,30.0,,,,-0.142,-0.14,-0.03,-0.012,-0.095,0.55,"Elo-ctrl -5.7pp → tier_score -6.1pp (cb tax −0.3; impact -0.09pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.09pp (fight -0.14; lane -0.03; vision -0.012; tower -0.095; obj -0.142); cb unknown → prior 45; thin sample — provisional; mostly bot; n=10, raw 30%"
ewc,EWC,16.13,red,Z Blind,1,Syndra,mid,4.62,-0.041,4.3,0.28,7,71.4,Blind,,,-0.049,0.024,-0.006,-0.013,-0.302,0.55,"Elo-ctrl +4.6pp → tier_score +4.3pp (cb tax −0.3; impact -0.04pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.04pp (fight 0.024; lane -0.006; vision -0.013; tower -0.302; obj -0.049); cb unknown → prior 45; side-split: blue Elo -4.5pp n=11; thin sample — provisional; flex mid:14,bot:4; n=7, raw 71%"
ewc,EWC,16.13,red,Z Blind,2,Naafiri,jng,4.44,0.054,4.22,0.28,7,71.4,Blind,,,0.072,0.146,0.018,-0.007,-0.089,0.55,"Elo-ctrl +4.4pp → tier_score +4.2pp (cb tax −0.3; impact +0.05pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.05pp (fight 0.146; lane 0.018; vision -0.007; tower -0.089; obj 0.072); cb unknown → prior 45; side-split: blue Elo -1.9pp n=5; thin sample — provisional; mostly jng; n=7, raw 71%"
ewc,EWC,16.13,red,S Blind,1,Leona,sup,3.14,-0.025,2.84,0.28,6,66.7,Blind,,,0.085,-0.1,-0.032,0.033,-0.054,0.55,"Elo-ctrl +3.1pp → tier_score +2.8pp (cb tax −0.3; impact -0.03pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.03pp (fight -0.1; lane -0.032; vision 0.033; tower -0.054; obj 0.085); cb unknown → prior 45; thin sample — provisional; mostly sup; n=6, raw 67%"
ewc,EWC,16.13,red,S Blind,2,Vi,jng,2.57,-0.019,2.27,0.28,7,57.1,Blind,,,0.075,-0.126,0.017,0.005,0.012,0.55,"Elo-ctrl +2.6pp → tier_score +2.3pp (cb tax −0.3; impact -0.02pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.02pp (fight -0.126; lane 0.017; vision 0.005; tower 0.012; obj 0.075); cb unknown → prior 45; thin sample — provisional; mostly jng; n=7, raw 57%"
ewc,EWC,16.13,red,S Blind,3,Cassiopeia,mid,2.16,-0.062,1.83,0.28,9,55.6,Blind,,,0.056,-0.037,-0.015,-0.014,-0.471,0.55,"Elo-ctrl +2.2pp → tier_score +1.8pp (cb tax −0.3; impact -0.06pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.06pp (fight -0.037; lane -0.015; vision -0.014; tower -0.471; obj 0.056); cb unknown → prior 45; thin sample — provisional; flex mid:11,bot:3; n=9, raw 56%"
ewc,EWC,16.13,red,S Blind,4,Gnar,top,2.15,-0.08,1.8,0.28,10,60.0,Blind,,,0.061,-0.223,-0.018,0.009,-0.147,0.55,"Elo-ctrl +2.2pp → tier_score +1.8pp (cb tax −0.3; impact -0.08pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.08pp (fight -0.223; lane -0.018; vision 0.009; tower -0.147; obj 0.061); cb unknown → prior 45; thin sample — provisional; mostly top; n=10, raw 60%"
ewc,EWC,16.13,red,A,1,Ambessa,top,2.01,-0.006,1.73,0.28,5,60.0,,,,-0.055,0.04,-0.003,-0.006,-0.05,0.55,"Elo-ctrl +2.0pp → tier_score +1.7pp (cb tax −0.3; impact -0.01pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.01pp (fight 0.04; lane -0.003; vision -0.006; tower -0.05; obj -0.055); cb unknown → prior 45; thin sample — provisional; mostly top; n=5, raw 60%"
ewc,EWC,16.13,red,A,2,Camille,sup,1.24,0.091,1.05,0.28,12,50.0,,,,0.042,0.211,0.043,0.054,-0.017,0.55,"Elo-ctrl +1.2pp → tier_score +1.1pp (cb tax −0.3; impact +0.09pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.09pp (fight 0.211; lane 0.043; vision 0.054; tower -0.017; obj 0.042); cb unknown → prior 45; thin sample — provisional; mostly sup; n=12, raw 50%"
ewc,EWC,16.13,red,A,3,Ezreal,bot,0.99,0.134,0.85,0.28,12,50.0,,,,0.084,0.192,0.013,-0.031,0.47,0.55,"Elo-ctrl +1.0pp → tier_score +0.8pp (cb tax −0.3; impact +0.13pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.13pp (fight 0.192; lane 0.013; vision -0.031; tower 0.47; obj 0.084); cb unknown → prior 45; side-split: blue Elo +4.6pp n=4; thin sample — provisional; flex bot:15,sup:1; n=12, raw 50%"
ewc,EWC,16.13,red,B,1,Lee Sin,jng,0.44,-0.018,0.15,0.28,4,50.0,,,,0.047,-0.096,0.016,-0.002,-0.004,0.55,"Elo-ctrl +0.4pp → tier_score +0.2pp (cb tax −0.3; impact -0.02pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.02pp (fight -0.096; lane 0.016; vision -0.002; tower -0.004; obj 0.047); cb unknown → prior 45; thin sample — provisional; mostly jng; n=4, raw 50%"
ewc,EWC,16.13,red,B,2,Jayce,top,0.13,0.165,0.02,0.28,4,50.0,,,,0.168,0.208,0.07,0.011,0.388,0.55,"Elo-ctrl +0.1pp → tier_score +0.0pp (cb tax −0.3; impact +0.17pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.17pp (fight 0.208; lane 0.07; vision 0.011; tower 0.388; obj 0.168); cb unknown → prior 45; thin sample — provisional; mostly top; n=4, raw 50%"
ewc,EWC,16.13,red,B,3,Lucian,bot,-0.18,0.027,-0.43,0.28,5,40.0,,,,-0.074,0.149,-0.006,0.011,-0.044,0.55,"Elo-ctrl -0.2pp → tier_score -0.4pp (cb tax −0.3; impact +0.03pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.03pp (fight 0.149; lane -0.006; vision 0.011; tower -0.044; obj -0.074); cb unknown → prior 45; thin sample — provisional; mostly bot; n=5, raw 40%"
ewc,EWC,16.13,red,C,1,Viktor,mid,0.75,0.128,-1.82,2.7,4,50.0,,100.0,highly counterable,0.09,0.362,0.02,0.004,-0.089,0.45,"Elo-ctrl +0.8pp → tier_score -1.8pp (cb tax −2.7; impact +0.13pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 25%; γ=+0.30) → Counter (excess answerability); OE lenses +0.13pp (fight 0.362; lane 0.02; vision 0.004; tower -0.089; obj 0.09); Blade-Chest counterable 100/100; CVaR floor 25%; γ=+0.30; answered by Cassiopeia (5%), Akali (45%); answers Syndra (87%), Ryze (62%); thin sample — provisional; flex mid:4,bot:3; n=4, raw 50%"
ewc,EWC,16.13,red,C,2,Ziggs,bot,-1.83,0.129,-1.97,0.28,8,37.5,,,,-0.112,0.295,-0.031,-0.009,0.543,0.55,"Elo-ctrl -1.8pp → tier_score -2.0pp (cb tax −0.3; impact +0.13pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses +0.13pp (fight 0.295; lane -0.031; vision -0.009; tower 0.543; obj -0.112); cb unknown → prior 45; thin sample — provisional; flex bot:14,mid:1; n=8, raw 38%"
ewc,EWC,16.13,red,C,3,Nautilus,sup,-1.75,-0.021,-2.04,0.28,6,33.3,,,,-0.099,0.011,-0.027,-0.026,0.042,0.55,"Elo-ctrl -1.7pp → tier_score -2.0pp (cb tax −0.3; impact -0.02pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.02pp (fight 0.011; lane -0.027; vision -0.026; tower 0.042; obj -0.099); cb unknown → prior 45; thin sample — provisional; mostly sup; n=6, raw 33%"
ewc,EWC,16.13,red,D,1,Shen,sup,-1.78,-0.083,-2.14,0.28,4,25.0,,,,-0.109,-0.085,-0.016,0.018,-0.267,0.55,"Elo-ctrl -1.8pp → tier_score -2.1pp (cb tax −0.3; impact -0.08pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.08pp (fight -0.085; lane -0.016; vision 0.018; tower -0.267; obj -0.109); cb unknown → prior 45; thin sample — provisional; flex sup:6,top:5; n=4, raw 25%"
ewc,EWC,16.13,red,D,2,Bard,sup,-4.4,-0.027,-4.7,0.28,4,0.0,,,,-0.102,-0.007,0.002,0.018,-0.06,0.55,"Elo-ctrl -4.4pp → tier_score -4.7pp (cb tax −0.3; impact -0.03pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.03pp (fight -0.007; lane 0.002; vision 0.018; tower -0.06; obj -0.102); cb unknown → prior 45; side-split: blue Elo -0.8pp n=4; thin sample — provisional; mostly sup; n=4, raw 0%"
ewc,EWC,16.13,red,E,1,Anivia,mid,-2.18,-0.025,-4.9,2.7,4,25.0,,100.0,highly counterable,-0.027,-0.068,-0.01,0.013,0.026,0.45,"Elo-ctrl -2.2pp → tier_score -4.9pp (cb tax −2.7; impact -0.03pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 4%; γ=+0.10) → Counter (excess answerability); OE lenses -0.03pp (fight -0.068; lane -0.01; vision 0.013; tower 0.026; obj -0.027); Blade-Chest counterable 100/100; CVaR floor 4%; γ=+0.10; answered by Akali (2%), Orianna (7%); answers Ryze (98%), Sylas (98%); side-split: blue Elo +2.5pp n=4; thin sample — provisional; flex mid:4,top:2,bot:2; n=4, raw 25%"
ewc,EWC,16.13,red,E,2,Neeko,sup,-2.4,0.0,-5.1,2.7,4,25.0,,100.0,highly counterable,,,,,,0.45,"Elo-ctrl -2.4pp → tier_score -5.1pp (cb tax −2.7; impact +0.00pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 2%; γ=-1.70) → Counter (excess answerability); Blade-Chest counterable 100/100; CVaR floor 2%; γ=-1.70; answered by Camille (1%), Shen (4%); answers Nautilus (63%), Rell (59%); thin sample — provisional; flex sup:3,mid:1; n=4, raw 25%"
ewc,EWC,16.13,red,F,1,Jarvan IV,jng,-5.2,-0.055,-5.53,0.28,11,27.3,,,,-0.085,-0.038,-0.036,0.015,-0.161,0.55,"Elo-ctrl -5.2pp → tier_score -5.5pp (cb tax −0.3; impact -0.06pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.06pp (fight -0.038; lane -0.036; vision 0.015; tower -0.161; obj -0.085); cb unknown → prior 45; side-split: blue Elo +2.0pp n=8; thin sample — provisional; mostly jng; n=11, raw 27%"
ewc,EWC,16.13,red,F,2,Ryze,mid,-6.31,-0.024,-6.61,0.28,5,0.0,,,,-0.129,0.04,-0.038,0.004,-0.016,0.55,"Elo-ctrl -6.3pp → tier_score -6.6pp (cb tax −0.3; impact -0.02pp clipped±4.0); Blind: unknown counterability — mild safety tax; OE lenses -0.02pp (fight 0.04; lane -0.038; vision 0.004; tower -0.016; obj -0.129); cb unknown → prior 45; thin sample — provisional; flex mid:8,bot:1; n=5, raw 0%"
