scope,label,patch,side,tier,rank_in_tier,champ,role,elo_pp,impact_pp,tier_score,counterability_tax,n,raw_wr,archetype,cb_score,cb_label,obj_pp,fight_pp,lane_pp,vision_pp,tower_pp,lambda,why
msi,MSI,16.13,red,S Counter,1,Syndra,mid,4.89,0.11,2.38,2.61,6,66.7,Counter,98.1,highly counterable,0.072,0.297,0.024,-0.004,-0.041,0.45,"Elo-ctrl +4.9pp → tier_score +2.4pp (cb tax −2.6; impact +0.11pp clipped±4.0); Counter: highly counterable (cb 98/100; CVaR floor 7%; γ=+0.28) → Counter (excess answerability); OE lenses +0.11pp (fight 0.297; lane 0.024; vision -0.004; tower -0.041; obj 0.072); Blade-Chest counterable 98/100; CVaR floor 7%; γ=+0.28; answered by Sylas (6%), Viktor (8%); answers Cassiopeia (97%), Taliyah (92%); thin sample — provisional; flex mid:9,bot:1; n=6, raw 67%"
msi,MSI,16.13,red,S Counter,2,Lee Sin,jng,4.45,-0.027,1.72,2.7,12,50.0,Counter,100.0,highly counterable,0.053,-0.189,0.057,0.015,0.06,0.45,"Elo-ctrl +4.4pp → tier_score +1.7pp (cb tax −2.7; impact -0.03pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 21%; γ=+1.57) → Counter (excess answerability); OE lenses -0.03pp (fight -0.189; lane 0.057; vision 0.015; tower 0.06; obj 0.053); Blade-Chest counterable 100/100; CVaR floor 21%; γ=+1.57; answered by Trundle (6%), Naafiri (36%); answers Vi (100%), Qiyana (98%); thin sample — provisional; mostly jng; n=12, raw 50%"
msi,MSI,16.13,red,A,1,Karma,sup,4.2,-0.002,1.5,2.7,7,57.1,,100.0,highly counterable,0.018,0.011,-0.013,-0.013,-0.036,0.45,"Elo-ctrl +4.2pp → tier_score +1.5pp (cb tax −2.7; impact -0.00pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 9%; γ=+0.81) → Counter (excess answerability); OE lenses -0.00pp (fight 0.011; lane -0.013; vision -0.013; tower -0.036; obj 0.018); Blade-Chest counterable 100/100; CVaR floor 9%; γ=+0.81; answered by Milio (3%), Neeko (9%); answers Seraphine (98%), Pyke (93%); thin sample — provisional; mostly sup; n=7, raw 57%"
msi,MSI,16.13,red,A,2,Ezreal,bot,4.01,0.117,1.43,2.7,9,55.6,,100.0,highly counterable,0.071,0.319,-0.051,-0.011,0.117,0.45,"Elo-ctrl +4.0pp → tier_score +1.4pp (cb tax −2.7; impact +0.12pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 1%; γ=+0.70) → Counter (excess answerability); OE lenses +0.12pp (fight 0.319; lane -0.051; vision -0.011; tower 0.117; obj 0.071); Blade-Chest counterable 100/100; CVaR floor 1%; γ=+0.70; answered by Caitlyn (1%), Lucian (1%); answers Varus (100%), Jhin (99%); side-split: blue Elo -0.2pp n=9; thin sample — provisional; mostly bot; n=9, raw 56%"
msi,MSI,16.13,red,A,3,Jarvan IV,jng,4.11,-0.064,1.35,2.7,10,50.0,,100.0,highly counterable,0.041,-0.147,-0.024,0.015,-0.174,0.45,"Elo-ctrl +4.1pp → tier_score +1.4pp (cb tax −2.7; impact -0.06pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 27%; γ=+1.17) → Counter (excess answerability); OE lenses -0.06pp (fight -0.147; lane -0.024; vision 0.015; tower -0.174; obj 0.041); Blade-Chest counterable 100/100; CVaR floor 27%; γ=+1.17; answered by Vi (4%), Lee Sin (50%); answers Wukong (100%), Naafiri (98%); thin sample — provisional; mostly jng; n=10, raw 50%"
msi,MSI,16.13,red,A,4,Sylas,mid,3.84,0.015,1.16,2.7,7,57.1,,100.0,highly counterable,0.015,-0.033,-0.03,-0.003,0.253,0.45,"Elo-ctrl +3.8pp → tier_score +1.2pp (cb tax −2.7; impact +0.01pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 3%; γ=+0.51) → Counter (excess answerability); OE lenses +0.01pp (fight -0.033; lane -0.03; vision -0.003; tower 0.253; obj 0.015); Blade-Chest counterable 100/100; CVaR floor 3%; γ=+0.51; answered by Viktor (3%), Ahri (3%); answers Aurora (99%), Syndra (94%); thin sample — provisional; mostly mid; n=7, raw 57%"
msi,MSI,16.13,red,A,5,Caitlyn,bot,3.58,0.152,1.03,2.7,8,50.0,,100.0,highly counterable,0.048,0.13,0.033,-0.001,0.773,0.45,"Elo-ctrl +3.6pp → tier_score +1.0pp (cb tax −2.7; impact +0.15pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 3%; γ=-0.82) → Counter (excess answerability); OE lenses +0.15pp (fight 0.13; lane 0.033; vision -0.001; tower 0.773; obj 0.048); Blade-Chest counterable 100/100; CVaR floor 3%; γ=-0.82; answered by Ashe (3%), Lucian (3%); answers Ezreal (99%), Senna (96%); thin sample — provisional; mostly bot; n=8, raw 50%"
msi,MSI,16.13,red,A,6,Orianna,mid,2.54,0.012,0.26,2.29,6,50.0,,91.0,highly counterable,0.013,-0.018,0.039,0.007,0.043,0.45,"Elo-ctrl +2.5pp → tier_score +0.3pp (cb tax −2.3; impact +0.01pp clipped±4.0); Counter: highly counterable (cb 91/100; CVaR floor 29%; γ=+1.15) → Counter (excess answerability); OE lenses +0.01pp (fight -0.018; lane 0.039; vision 0.007; tower 0.043; obj 0.013); Blade-Chest counterable 91/100; CVaR floor 29%; γ=+1.15; answered by Sylas (8%), Viktor (49%); answers Ryze (98%), Aurora (95%); thin sample — provisional; mostly mid; n=6, raw 50%"
msi,MSI,16.13,red,B,1,Rumble,top,2.86,0.059,0.22,2.7,9,44.4,,100.0,highly counterable,-0.036,0.411,0.007,0.003,-0.557,0.45,"Elo-ctrl +2.9pp → tier_score +0.2pp (cb tax −2.7; impact +0.06pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 4%; γ=-0.41) → Counter (excess answerability); OE lenses +0.06pp (fight 0.411; lane 0.007; vision 0.003; tower -0.557; obj -0.036); Blade-Chest counterable 100/100; CVaR floor 4%; γ=-0.41; answered by Renekton (3%), Jayce (5%); answers Gnar (49%), Sion (45%); thin sample — provisional; mostly top; n=9, raw 44%"
msi,MSI,16.13,red,B,2,Lulu,sup,2.22,-0.009,-0.25,2.46,6,50.0,,94.7,highly counterable,0.003,-0.03,-0.016,-0.029,0.062,0.45,"Elo-ctrl +2.2pp → tier_score -0.3pp (cb tax −2.5; impact -0.01pp clipped±4.0); Counter: highly counterable (cb 95/100; CVaR floor 25%; γ=+0.49) → Counter (excess answerability); OE lenses -0.01pp (fight -0.03; lane -0.016; vision -0.029; tower 0.062; obj 0.003); Blade-Chest counterable 95/100; CVaR floor 25%; γ=+0.49; answered by Seraphine (9%), Milio (33%); answers Rakan (96%), Pyke (95%); thin sample — provisional; mostly sup; n=6, raw 50%"
msi,MSI,16.13,red,B,3,Ryze,mid,-0.32,-0.102,-3.12,2.7,12,33.3,,100.0,highly counterable,-0.102,-0.237,0.004,0.018,-0.079,0.45,"Elo-ctrl -0.3pp → tier_score -3.1pp (cb tax −2.7; impact -0.10pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 4%; γ=-0.73) → Counter (excess answerability); OE lenses -0.10pp (fight -0.237; lane 0.004; vision 0.018; tower -0.079; obj -0.102); Blade-Chest counterable 100/100; CVaR floor 4%; γ=-0.73; answered by Orianna (2%), Cassiopeia (6%); answers Annie (73%), Galio (68%); thin sample — provisional; mostly mid; n=12, raw 33%"
msi,MSI,16.13,red,C,1,Naafiri,jng,-1.01,0.032,-3.68,2.7,7,28.6,,100.0,highly counterable,-0.097,0.204,-0.027,-0.016,-0.045,0.45,"Elo-ctrl -1.0pp → tier_score -3.7pp (cb tax −2.7; impact +0.03pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 2%; γ=-0.62) → Counter (excess answerability); OE lenses +0.03pp (fight 0.204; lane -0.027; vision -0.016; tower -0.045; obj -0.097); Blade-Chest counterable 100/100; CVaR floor 2%; γ=-0.62; answered by Nocturne (2%), Vi (2%); answers Wukong (100%), Skarner (98%); thin sample — provisional; mostly jng; n=7, raw 29%"
msi,MSI,16.13,red,C,2,Camille,sup,-2.57,0.074,-4.52,2.02,6,16.7,,84.9,highly counterable,0.029,0.18,0.037,0.031,-0.021,0.45,"Elo-ctrl -2.6pp → tier_score -4.5pp (cb tax −2.0; impact +0.07pp clipped±4.0); Counter: highly counterable (cb 85/100; CVaR floor 20%; γ=+0.03) → Counter (excess answerability); OE lenses +0.07pp (fight 0.18; lane 0.037; vision 0.031; tower -0.021; obj 0.029); Blade-Chest counterable 85/100; CVaR floor 20%; γ=+0.03; answered by Seraphine (12%), Milio (17%); answers Nautilus (98%), Pyke (91%); side-split: blue Elo +1.0pp n=10; thin sample — provisional; mostly sup; n=6, raw 17%"
msi,MSI,16.13,red,C,3,Xin Zhao,jng,-2.48,-0.054,-5.23,2.7,8,25.0,,100.0,highly counterable,-0.028,-0.065,-0.032,0.001,-0.166,0.45,"Elo-ctrl -2.5pp → tier_score -5.2pp (cb tax −2.7; impact -0.05pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 4%; γ=-0.66) → Counter (excess answerability); OE lenses -0.05pp (fight -0.065; lane -0.032; vision 0.001; tower -0.166; obj -0.028); Blade-Chest counterable 100/100; CVaR floor 4%; γ=-0.66; answered by Vi (0%), Nocturne (8%); answers Wukong (95%), Naafiri (91%); thin sample — provisional; mostly jng; n=8, raw 25%"
msi,MSI,16.13,red,D,1,Olaf,top,-2.8,-0.091,-5.59,2.7,6,16.7,,100.0,highly counterable,-0.069,-0.036,-0.031,-0.004,-0.485,0.45,"Elo-ctrl -2.8pp → tier_score -5.6pp (cb tax −2.7; impact -0.09pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 3%; γ=-1.27) → Counter (excess answerability); OE lenses -0.09pp (fight -0.036; lane -0.031; vision -0.004; tower -0.485; obj -0.069); Blade-Chest counterable 100/100; CVaR floor 3%; γ=-1.27; answered by Rumble (1%), Jax (6%); answers Jayce (97%), Renekton (92%); thin sample — provisional; flex top:5,jng:3; n=6, raw 17%"
msi,MSI,16.13,red,D,2,Cassiopeia,mid,-3.2,-0.074,-5.97,2.7,10,20.0,,100.0,highly counterable,0.033,-0.064,0.003,-0.007,-0.497,0.45,"Elo-ctrl -3.2pp → tier_score -6.0pp (cb tax −2.7; impact -0.07pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 6%; γ=-0.01) → Counter (excess answerability); OE lenses -0.07pp (fight -0.064; lane 0.003; vision -0.007; tower -0.497; obj 0.033); Blade-Chest counterable 100/100; CVaR floor 6%; γ=-0.01; answered by Syndra (3%), Orianna (10%); answers Galio (97%), Ryze (94%); thin sample — provisional; flex mid:12,bot:3; n=10, raw 20%"
msi,MSI,16.13,red,E,1,Sion,top,-3.68,-0.104,-6.48,2.7,7,14.3,,100.0,highly counterable,-0.248,0.016,-0.078,-0.005,-0.332,0.45,"Elo-ctrl -3.7pp → tier_score -6.5pp (cb tax −2.7; impact -0.10pp clipped±4.0); Counter: highly counterable (cb 100/100; CVaR floor 1%; γ=-0.78) → Counter (excess answerability); OE lenses -0.10pp (fight 0.016; lane -0.078; vision -0.005; tower -0.332; obj -0.248); Blade-Chest counterable 100/100; CVaR floor 1%; γ=-0.78; answered by Renekton (0%), Jayce (1%); answers Ambessa (90%), Gnar (80%); thin sample — provisional; mostly top; n=7, raw 14%"
